Aug 02 2017	Deplorable Gnome 🇺🇸	1
Aug 02 2017	Deplorable K&K Berd	1
Aug 02 2017	Deplorable Linda G.	1
Aug 02 2017	Deplorable Pepe	1
Aug 02 2017	Deplorable Professor	1
Aug 02 2017	Deplorable Ready	1
Aug 02 2017	Deplorable Terry!	1
Aug 02 2017	Deplorable Tim	1
Aug 02 2017	Deplorable Trumpster	1
Aug 02 2017	Deplorable belle	1
Aug 02 2017	Deplorable me!	2
Aug 02 2017	Deplorable sa	1
Aug 02 2017	Deplorable sunny	1
Aug 02 2017	Deplorable((Dave))	1
Aug 02 2017	DeplorableRN	1
Aug 02 2017	DeplorableRafa	1
Aug 02 2017	DeplorableRick	1
Aug 02 2017	DeplorableSnowScape	1
Aug 02 2017	DeplorableTopo	1
Aug 02 2017	DeplorableTx#MAGA	1
Aug 02 2017	Deplorable_Me	1
Aug 02 2017	Deplorable_Texian	1
Aug 02 2017	Deplorables TV	1
Aug 02 2017	Deplorable💕PinkLady	1
Aug 02 2017	Der Bögge Mensch	1
Aug 02 2017	Derek	1
Aug 02 2017	Derek E. Brown ⚖️	1
Aug 02 2017	Des	1
Aug 02 2017	Diana	1
Aug 02 2017	Diana Summers	1
Aug 02 2017	Diana T. Torres	1
Aug 02 2017	Diane Hauschildt	1
Aug 02 2017	Diane Pavlick	1
Aug 02 2017	Dianitha Pérez	1
Aug 02 2017	Diggrich	2
Aug 02 2017	Din Ese  📎	1
Aug 02 2017	Dir. James Covfefe💧	1
Aug 02 2017	Disinfo_Digest	1
Aug 02 2017	Dixit  ✌️	1
Aug 02 2017	Dom	1
Aug 02 2017	Domenico la Forgia	1
Aug 02 2017	Dominik Stecuła	1
Aug 02 2017	Don	1
Aug 02 2017	Don Corneliano	1
Aug 02 2017	Don Wilson	1
Aug 02 2017	Don't Normalize 45	1
Aug 02 2017	Donald Bauer	1
Aug 02 2017	Donald Mark Jackson	1
Aug 02 2017	Donald Mills 🇺🇸	1
Aug 02 2017	Donald Oder	1
Aug 02 2017	Donna Millar	1
Aug 02 2017	Donna 🇺🇸 🔴⚪🔵🚂	1
Aug 02 2017	Donna✝️ Trump 2020	1
Aug 02 2017	Donna🇺🇸🏞🍸🍾🍷🌎	1
Aug 02 2017	Donood J. Twump	1
Aug 02 2017	Dora Bromberger	1
Aug 02 2017	Doug Ibendahl	1
Aug 02 2017	Doug Manoff	1
Aug 02 2017	Doug Tobin	1
Aug 02 2017	Dr. Marty Fox	3
Aug 02 2017	Dr. Rusty Fritz	1
