word,count
@fakenewscat,4
#nazihunt,2
#racistasstuckercarlson,2
selling,2
@espn,2
notice,2
#whosmatthewberry,2
#steelernation,2
@victoriaecm,2
@gerritson528,2
polls,6
(,2
@lifewaddiegrace,2
@kaillowry,2
@bcgdv,2
pollen,2
gerritson528,2
booker,2
leaves,2
disgusted,2
@kyleofaz_,4
teams,2
curious,46
dead*,4
@jarjarbug,2
blushing,2
he'd,4
feed,4
@skb_sara,4
funded,4
nuclear,4
appropriately,46
mess,6
iran,4
@thebeardedpros,2
@mzhemingway,2
isnt,2
@ssullivan315,2
@hoffmanllisa,2
#military,2
#1488,2
@kaitlancollins,2
burst,2
bubble,2
98%,2
skeptical,46
bitter,18
93,6
travel,6
fountain,18
91,4
detained,6
#dumbfuck,2
cvmco,2
#truefacts,2
#youtubevideos,2
bennell,2
#afl,2
@johndurkin4,2
@jdickerson,2
praying,2
advance,2
#hateful,2
astonished,2
asswipe,6
tactic,2
six,2
kidnapped,2
colony,2
pizza,2
maddow,2
24/7,4
pissy,2
combat,2
mold,2
mentally,2
@donwulfy718,4
burnnazis,4
stake,4
ofcnn,4
building,4
pollution,4
gap,4
betweentrump,4
&amp;these,4
journos,4
delta,6
goodness,2
bribe,2
finance,2
angels,2
rush,4
dude,4
transcript,2
#wordforword,2
#decapitation,4
foxnation,4
*,8
communists,8
@donaldjtrumpjr,2
@pinkcellz,2
boldly,4
ceos,4
senior,4
statements,4
click,4
johnsons,2
@philmccrackin44,10
purveyor,8
unless,6
sweet,18
joe,4
@davidmweissman,4
#sundayreads,4
@maryjpitzl,4
@sportsdayhs,2
@lamarvikings,2
4star,2
transfers,2
@nononotnormal,2
photo,2
cries,4
@mimitexasangel,2
@yazeldennis,2
@merck,4
food,2
whisper,2
offenders,2
#opportunistic,2
admits,4
dominick,2
izzo,2
facebook,2
min,2
@chicagofoxnews,2
discussing,4
@collinrugg,2
@flgal4trump,2
protests,2
place?they,2
@mudturtle44,2
@nirtmom,2
@paythefees,2
#corruptmedia,2
50%,4
nato,6
soviet,2
pravda,2
@zimmaga,2
paying,2
policy,4
staffers,2
bolshevists,2
g-d,2
4trump,2
&amp;hateful,2
theyr,2
@stefanmolyneux,2
@steelbackbone,2
classic,4
assertion,2
10thamendment,6
driven,2
champs,2
@ladygaga,2
#ladyantifa,2
@drbencarsonites,2
brown,2
@henryepayne,2
wimpy,2
staged,2
@terrymendozer,2
ditch,2
@dganhadeiro,4
shining,2
numbered,4
#2a,2
studio,2
rogue,2
@macbreck,2
@jcookramirez,2
looked,2
freestyling,2
yanked,2
@$$,2
@christopherjm,2
rocket,2
engine,2
rhino,2
defector,2
proved,4
@gavinnewsom,2
@oldgoat17,2
lover,2
realjameswoods,2
#whitetrash,2
@pkrampa53,2
@jmpalmieri,2
@jmeacham,2
beard,2
&amp;fearless,2
flips,2
#blameonbothsides,2
voldemort,4
he-who-must-not-be-named,4
----get,2
@realredelephant,2
@benhed,2
talent.they,2
@thomaswictor,2
carried,2
towards,2
trump/democracy,2
colusion,2
so-called,2
file,2
bury,2
@judgemoroz,4
97,4
@patrici15767099,2
exaulted,2
grand,2
@realgrace_kelly,2
idiots,2
is....just,2
@jennkent81,2
suggestion,2
grps,2
11,4
assumptions,2
@pastordbmorton,14
@officialmspriss,2
day..how,2
flopping..you,2
consumed,2
evening,2
@ed_grimly,2
scandal,2
cream,4
@tweetybird2009,2
embedded,2
maxine,2
waters,2
implicated,2
barack,4
spying,2
massive,2
rape,2
#hungry,6
#france,6
#england,6
signs,2
#gaslighting,2
total,6
lowlife,2
ms13,4
agreement,4
99,4
homophobes,2
@swin24,2
condemed,2
#browntrash,2
played,2
major,2
@scottwalker,2
scumbags,4
@clarissamehler,2
newsbusters,2
hardballchris,2
sympathy,2
(cause,2
cockroaches,2
@carpedonktum,2
invokes,2
@dadrumpf,2
@mikel_jollett,2
pull,2
#poroshenko,2
builder,2
creation,2
@newsbusters,6
@miamilawman,2
negative,4
commentary,2
@georgegalloway,2
control,2
repulsive,2
misguided,2
ravenous,2
hyena,2
@desideriodc,2
@jbelmont,2
perpetuate,2
@allinwithchris,2
upset,2
10/01/16,2
401,2
20%,2
bums,2
news.using,2
anonymous,2
@drawandstrike,2
@oneejuice,2
@gsw12340,2
@pinpoems,2
overwhelming,2
bet,2
publish,2
@veteran4trump,2
cyclops,2
wizard,2
@dougym,2
nonstop,8
@cnnnewsroom,2
successfully,2
achieved,2
planting,2
comes,2
residents,2
articles,2
identified,2
vandals,2
modern,2
@timsc30,2
brainwashing,2
wisconsin...read,2
nyt,4
calorie,2
ice,2
cookies,2
#justthink,2
screaming,2
wash,2
@realcsmiller,2
friends,2
especially,2
@joedilly_,2
#national,2
enquirer,2
#washingtonpost,2
progressive,6
dominate,4
anti-semitic,2
#jeffsessions,2
idols,4
core,4
mentality,4
@parisdennard,4
@v_of_europe,4
#poland,6
admin,4
deported,4
gang,4
98,6
rating,6
paris,4
binding,4
96,4
lawsuit,4
@danielbrobecker,2
95,6
#gopleader,2
redbubble,2
#fucknugget,2
#faketweet,2
@mordengeist,2
fields,2
*silence*,2
james,2
alex,2
murderer,2
#establishment,2
lack,2
@2chron169,2
audacity,2
@healthranger,2
washpost,2
labels,2
bulls##t,2
screw-up,2
@thecollector86,4
@mamamudaro,2
@timkaine,2
uniforms,2
@marksteynonline,2
produced,2
tupelo,2
@afa,2
wildmon,2
elvis,2
warrior,2
anti-,2
d-5,2
@victoria_eanni,2
@sweetie911,2
#who,2
neonazis,4
@myqkaplan,2
ya'lls,2
misrepresentations,2
fortunately,2
lower,2
#smear,2
#hate,2
spokesperson,2
@janellegcnn,2
1:5,2
johnson,2
shines,2
darkness,4
@danscavino,2
deserves,2
radio,2
@turtlefl,2
confirmations,2
un,4
pos,2
catch,2
guard,2
(((expert,2
@politicususa,2
@mistabronco,2
exclude,2
joseph,2
watson,2
israellycool,2
stretching,2
usmc,2
commander,2
aim,2
@bryan_wuske,2
@imakebirdys,2
@chaseyyy_p,2
@mike__2ff,2
@getbig_23,2
@melaniebuck,2
@ashtjja,2
@truthfighter1,2
#supportingracism,2
airtime,2
@mittromney,2
universe,2
@senwarren,2
pot,2
original,4
@donotfeartrump,2
#callitwhatitis,2
@don_vito_08,2
@alwaysactions,2
@agressiveprog,2
karl,2
up2make,2
afraid2call,2
situation,4
groups?or,2
cracking,2
matrix,2
purveyors,38
threat,10
congress,4
trudeau-right,2
wish-list,8
scheer,8
@basedloristl,72
hitler's,2
dwells,2
marx,2
@buddmann,6
@gsddoglover,4
harmony,4
couldnt,4
@surfingcity,2
regarding,2
socialist,2
saul,2
alinsky,2
smokescreen,2
corruption,2
racial,2
msnbc,2
doubled,2
buzz,2
disseminates,2
led,2
"oh,oh",2
ac360,2
v_of_europe,2
vaccinate,2
anti-science,2
theorist,2
#nothingburgerrussia,2
michael,2
leaked,6
charlotv,2
councilman,2
papers,4
orchration,2
@djtsavesamerica,2
@gunupprotect65,2
moore's,2
consequences,2
mistake,2
#epicfail,2
instigated,2
42,2
#breaking,2
#1,2
#job,2
#investing,2
#haters,2
@dbronson12,2
@dfsgreatagain,2
thats,2
pr,8
@mypres45_maga,2
pleeease,2
64,2
cohn,2
jackass,2
hobby,2
facing,2
citizenship,2
lesson,4
#fakenewscubed,2
seeking,2
cesspool,2
bannon's,2
globalists,2
circle,2
sumthin,2
kno,2
@jschmuck2,2
@sambyhere,2
@wwwillstand,2
concept,2
hitler,2
@indvsbletxlege,2
@markberman,2
@thehwcon,2
"1,000s",4
offer,2
@govabbott,2
77,2
inherited,2
@meiselslazer,2
reduced,2
printed,2
collude,2
spent,2
62,2
taxed,2
ugh,2
75,2
holds,2
magazine,2
covers,2
wrongful,2
discharge,2
collect,2
71,4
environmental,2
awards,2
60,2
patriots,6
screen,2
#womenfortrump,6
excellent,2
iq,2
you...way,2
hammer,4
pump,2
@so_tweetie,2
crying,2
triple,2
bushes,2
68,2
functioning,2
perfectly,2
affordable,2
@ali,2
@radiotalkermike,2
charade,2
hoax,2
48,2
percentage,4
@bettybowers,2
peter,2
59,4
boarding,2
line,2
cvjetanovic,2
46,2
overseas,2
happy,4
57,2
55,2
corey,2
bits,2
@foxnation,10
53,2
fledgling,2
nanny,2
pope,2
iowa,2
@repgwenmoore,4
libtard,2
bracket,4
included,4
manufacturing,2
19,6
51,2
9/11,6
bush's,2
(3/n,2
obligatory,2
references,2
dodging,2
4propagating,2
40,2
hombres,2
44,2
star,2
31,2
@kylie_oneil75,6
27yr,2
jung,2
b/w,2
candidates,2
#fakenews-there,4
fingers,2
@news12,2
offering,2
37,2
flirted,2
35,2
disabled,2
@unseen1_unseen,4
rigged,2
2000ish,8
card,18
crime,2
rapists,2
@globepolitics,8
33,2
alleged,2
sexual,2
bag,2
passes,2
@ahoychrispineda,2
blm/antifa,2
#love,2
#america,2
@maganavajo,2
brilliant,2
shanta,2
oooooh,2
pack,2
breastfeeding,2
challenge,2
#lifeofateacher,2
asswipes,2
@manfowars1,2
@nro,2
minimizes,2
jihadists,2
@carolfb4,2
@ellen4usa,2
@dtexasgal,2
husband,2
@wonder_chick_,2
@fahrenthold,2
56,2
grabbed,2
knocked,2
unconscious,2
muslim,2
@shareaholic,2
@dtmaga1,2
outside,2
76,2
54,2
court,2
wreaked,2
havoc,2
imorision,2
72,2
record,2
@dalehanson82,2
@jessicahuseman,2
doesnt,2
discrimination,2
70,2
population,2
@franmcc14,4
69,2
prime,2
mentions,2
nose,2
67,2
healthcare,2
@marks2cents,2
kessler,2
occupy,2
st,2
soros/media,2
65,2
depleted,2
sander's,2
63,2
gary,2
$200m,2
taxes,2
@johnsonfortexas,2
underlying,2
sustain,2
united,2
61,2
dream,2
designed,60
52,2
tractor,2
obamacare,4
breakdown,2
ah,2
council,2
#petty,2
taught,2
#impeach45,2
38,2
58,2
beautiful,4
hilary,12
ducking,2
#shameonu,2
#nazisoros,2
apprentice,2
50,2
49,2
@charliekirk11,2
21,2
@popeofwelding,2
canada..#fakenews,2
47,2
hs,2
flawless,2
here..but,2
@foxtv,10
36,2
@afausnett,2
43,2
genflynn.whtsupr/nazi,2
trend,2
diversion,2
#trumpcultist,2
29,2
41,2
politicians,2
(besides,2
snowwiener,4
shuffle,4
@shortyoni,2
@blaisegomez12,2
mocked,2
34,2
sue,2
misconduct,2
fat,2
documentary,2
32,2
returns,2
@itsyusky,2
kimberly,2
30,2
alicia,2
machado,2
gaining,2
mexican,2
founded,2
planes,2
27,2
circling,2
amendment,2
corrupt,6
@shantaleemeeder,6
fund,4
candidate,2
offended,2
kwilli1046,4
write,4
@tomilahren,4
prisoners,2
23,2
@kimiw506,2
@avader5,2
@terrymcauliffe,2
weight,2
non-fiction,2
english,2
28,2
abolish,2
26,2
smacks,2
@dcexaminer,6
unseen1_unseen,2
rewrite,2
ofccadjust,4
preparing,2
24,2
profiling,2
syrian,2
refugees,2
22,2
@taninthesummer,2
@jonostrower,2
scoop,2
haha,2
friend,6
hash,2
@foulmouthgandhi,2
@stoptrump2020,2
@cassandra17lina,2
memebers,2
punished,2
#tg,2
13,2
cherish,2
captured,2
#alterntivefacts,2
@stoneyweave,2
originated,2
birther,2
@onelifetogive,2
@anti_msm_news,2
ii,2
#veryfinepeople,2
@jcramirez2014,2
@jakeshieldsajj,2
floyd,2
camp...the,2
@glennthrush,2
self,4
@harlan,4
scalps,2
@vimmafiend,2
review,2
#vaxhole,2
dealt,2
clapping,2
hooting,2
lunch,2
(beside,2
@rupeshk40676650,2
@telanganacmo,2
declared,2
@farrm51,2
dropped,4
smear,58
drought,2
fresno,2
jet,2
cia,2
raping,2
tags,2
abortions,2
16,2
torture,2
brainfreeze,2
generals,2
12,2
leans,2
fuels,2
bahaha,2
jk-nobody,2
ghost,2
zab,2
ko'd,2
half,2
described,2
gem,2
@potvinmj1984,2
@fyremedic1200,2
@kansinghpundir,2
anti-hindu,2
tvreportersalaries,2
@turnbullmalcolm,2
@fairfaxmedia,2
release,8
officials,2
stfu,2
@deronbilous,2
shovel,2
pipeline,2
ground,2
trumpettes,2
bigotted,2
@mikerobbinsusa,2
@homerwhite,2
#fakework,2
yahoos,2
enrages,4
nuanced,2
position,2
@christianllamar,2
spiral,2
downward,2
@bbfohio,2
#domesticterrorist,2
encouraged,2
puppy,2
cnbc,2
biz,2
devolved,2
#freedom,2
govt's,2
aus,2
#murdochracy,2
laws,2
#silencingdissent,2
#violentleft,2
sore-loser-children,2
@hhibeachguy,2
pivotal,2
cld,2
rip:journalism,2
#shadowgov,2
#cnnlies,2
@dailymail,2
cynical,2
victimized,2
thrive,2
generating,2
yr,2
watches,2
billionaire,2
repeats,2
#propoganda,2
@cobracommander,2
address,2
